Ano Término Fiscalização;Mês Término Fiscalização;CNPJ Estabelecimento;Nome Empregador;Logradouro Local Fiscalizado;;;Município Local Fiscalizado;UF Local Fiscalizado
2008;2008/12;05.704.509/0001-39;CAPITAL COMERCIO DE SUCATAS LTDA ME;RUA GARDENIAS,200;89229-050;FATIMA;Joinville;Santa Catarina
2008;2008/08;05.704.509/0001-39;CAPITAL COMERCIO DE SUCATAS LTDA ME;RUA GARDENIAS,200;89229-050;FATIMA;Joinville;Santa Catarina
2009;2009/10;10.561.111/0001-20;CAPITAL PRE MOLDADOS LTDA ME;ROD SC 405, 2800;88065-000;CAMPECHE;Florianópolis;Santa Catarina
2009;2009/03;03.322.988/0001-01;CAPITALTUR VIAGE TURISMO LTDA ME;AV. DEPUTADO DIOMICIO FREITAS;88047-402;CARIANOS;Florianópolis;Santa Catarina
2011;2011/02;05.951.235/0001-82;CAPITEL CONSTRUçãO LTDA;0BRA RUA ALBERTO KROEHNE, 215;89200-000;ATIRADORES;Joinville;Santa Catarina
2011;2011/03;05.951.235/0001-82;CAPITEL CONSTRUçãO LTDA;OBRA RUA ALBERTO KROEHNE, 215;89200-000;ATIRADORES;Joinville;Santa Catarina
2008;2008/09;05.951.235/0001-82;CAPITEL CONSTRUçãO LTDA;RUA CARLOS WILLY BOEHM, 287;89218-301;SANTO ANTONIO;Joinville;Santa Catarina
2011;2011/05;10.316.811/0001-50;CAPRIMA - INDUSTRIA DE PAPEL LTDA;LINHA PRIMAVERA,1;89558-000;INTERIOR;Iomerê;Santa Catarina
2012;2012/03;07.854.602/0001-55;CAPTAR CONSULTORIA E NEGOCIOS EM TELECOMUNICAÇOES LTDA;RUA FREI EVARISTO, 142;88000-000;CENTRO;Florianópolis;Santa Catarina
2008;2008/10;07.854.602/0001-55;CAPTAR CONSULTORIA E NEGÓCIOS EM TELECOMUNICAÇÕES LTDA.;RUA 1542, 715 - SL 32;88330-503;CENTRO;Balneário Camboriú;Santa Catarina
2010;2010/06;72.543.341/0001-14;CAPTURA DE PESCADOS AMARAL LTDA;BARCO AMARAL XVI;88375-000;SAO DOMINGOS;Navegantes;Santa Catarina
2010;2010/06;72.543.341/0001-14;CAPTURA DE PESCADOS AMARAL LTDA;RUA ITAJAÍ 603;88375-000;SÃO DOMINGOS;Navegantes;Santa Catarina
2008;2008/11;73.240.269/0001-19;CAPTURA E COM DE PESCADOS JOHN CORUMBA LTDA;RUA JOSE FRANCISCO LAURINDO,775;88375-000;SAO DOMINGOS;Navegantes;Santa Catarina
2012;2012/01;76.550.631/0001-46;CAPTURA E COMERCIO DE PESCADO CABRAL LTDA EPP;RUA VALDIR SOUZA, 304;88311-040;CORDEIROS;Itajaí;Santa Catarina
2009;2009/07;01.347.983/0001-08;CAPVEL VEICULOS LTDA;RUA SILVA JARDIM, SN;88020-200;PRAINHA;Florianópolis;Santa Catarina
2009;2009/11;05.635.606/0001-17;CAR HAUS DISTRIBUIDORA DE AUTO PECAS LT;RUA FLORIANOPOLIS,1715;89900-000;CENTRO;São Miguel do Oeste;Santa Catarina
2010;2010/10;07.732.603/0001-27;CAR MOTO OFICINA ESPECIALIZADA LTDA ME;R CARLOS D DE ANDRADE 3061;88113-450;RELA PARQUE;São José;Santa Catarina
2010;2010/11;05.068.993/0001-57;CARA URBANA COMERCIO DE CONFEC LTDA ME;RODOVIA ANTONIO HEIL,635___LJ 35;88352-660;STA TEREZINHA;Brusque;Santa Catarina
2010;2010/05;00.295.748/0001-69;CARACOL COM. ART. DO VESTUARIO LTDA EPP.;RUA CORONEL PEDRO DEMORO,2136;88075-300;ESTREITO;Florianópolis;Santa Catarina
2008;2008/10;00.295.748/0001-69;CARACOL COMERCIO DE ARTIGOS DO VESTUORIO LTDA.;RUA CEL. PEDRO DEMORO,2136;88075-300;ESTREITO;Florianópolis;Santa Catarina
2009;2009/12;80.068.471/0001-70;CARACOL GEOLOGIA E MINERACAO LTDA;RUA MIRADOR 1740;89150-000;CENTRO;Presidente Getúlio;Santa Catarina
2009;2009/12;00.482.229/0002-90;CARAJA COM E IND DO VESTUARIO LTDA ME;AV XV DE NOVEMBRO,690;89600-000;CENTRO;Joaçaba;Santa Catarina
2010;2010/05;05.586.208/0001-58;CARARA & CIA LTDA ME;RUA DOUTOR CARLOS LANG,55;89202-030;ANITA GARIBALDI;Joinville;Santa Catarina
2010;2010/04;82.110.610/0001-02;CARARA TORNO E SOLDA LTDA;RUA SILVIO CARGNIN, 434;88700-000;OFICINAS;Tubarão;Santa Catarina
2011;2011/09;01.764.060/0001-43;CARASUL INDUSTRIA TEXTIL LTDA EPP;RUA 1. DE MAIO,315;89140-000;PONTO CHIC;Ibirama;Santa Catarina
2008;2008/07;06.210.380/0001-75;CARAVAGGIO COM DE GENEROS ALIMENT LTDA ME;AVENIDA CELSO RAMOS,1855;89248-000;CENTRO;Garuva;Santa Catarina
2008;2008/07;08.616.629/0001-72;CARAVAGGIO IND. E COM. DE FERRAGENS LTDA.;AV. JOSÉ RONCHI, 685;88865-000;CARAVAGGIO;Nova Veneza;Santa Catarina
2012;2012/05;13.392.545/0001-32;CARAVAGGIO TRANSPORTES E TURISMO LTDA ME;RUA ODILO ANTONIO LINK, 1395;89930-000;Sem Informação;São José do Cedro;Santa Catarina
2010;2010/07;10.648.777/0001-10;CARAVANA DOS SONHOS LTDA;RUA BENJAMIN CONSTANT, 272;89031-340;ASILO;Blumenau;Santa Catarina
2011;2011/03;75.533.687/0001-20;CARBOCERAMICA COMERCIO E REPRESENT. LTDA;AVENIDA SANTOS DUMONT,2487, SALA 03;88803-200;SAO LUIZ;Criciúma;Santa Catarina
2011;2011/03;05.169.769/0003-13;CARBOITALIA FORNITURE INDUSTRIALI LTDA;SANTOS DUMONT,2387, 2º PISO;88803-200;SAO LUIZ;Criciúma;Santa Catarina
2008;2008/09;02.952.689/0003-41;CARBONI DISTRIBUIDORA DE VEICULOS LTDA;AV LEOPOLDO SANDER, 4000 D;89810-010;CRISTO REI;Chapecó;Santa Catarina
2009;2009/11;02.952.689/0003-41;CARBONI DISTRIBUIDORA DE VEICULOS LTDA;AV LEOPOLDO SANDER, 4000-D;89810-010;CRISTO REI;Chapecó;Santa Catarina
2010;2010/11;02.952.689/0003-41;CARBONI DISTRIBUIDORA DE VEICULOS LTDA;AV LEOPOLDO SANDER, 4000-D;89810-010;CRISTO REI;Chapecó;Santa Catarina
2009;2009/09;83.525.386/0003-44;CARBONI VEICULOS LTDA;AV SANTA TEREZINHA, 1023;89600-000;MENINO DEUS;Joaçaba;Santa Catarina
2010;2010/12;83.525.386/0003-44;CARBONI VEICULOS LTDA;AV SANTA TEREZINHA, 1023;89600-000;MENINO DEUS;Joaçaba;Santa Catarina
2008;2008/09;83.525.386/0003-44;CARBONI VEICULOS LTDA;AV SANTA TEREZINHA,1023;89600-000;MENINO DEUS;Joaçaba;Santa Catarina
2011;2011/04;83.525.386/0001-82;CARBONI VEICULOS LTDA;RODOVIA SC 453 - KM 56;89560-000;DOIS PINHEIROS;Videira;Santa Catarina
2008;2008/07;83.163.576/0001-05;CARBONIFERA BELLUNO LTDA;ESTARADA GERAL RIO FIORITA, N. 10;88860-000;RIO FIORITA;Siderópolis;Santa Catarina
2009;2009/10;83.163.576/0023-02;CARBONIFERA BELLUNO LTDA;ESTRADA GERAL 247;88880-000;ROCINHA DE BAIXO;Lauro Muller;Santa Catarina
2010;2010/07;83.163.576/0023-02;CARBONIFERA BELLUNO LTDA;ESTRADA GERAL 247;88880-000;ROCINHA DE BAIXO;Lauro Muller;Santa Catarina
2012;2012/04;83.163.576/0023-02;CARBONIFERA BELLUNO LTDA;ESTRADA GERAL 247;88880-000;ROCINHA DE BAIXO;Lauro Muller;Santa Catarina
2008;2008/11;83.163.576/0001-05;CARBONIFERA BELLUNO LTDA;ESTRADA GERAL RIO FIORITA;88850-000;RIO LFIORITA;Forquilhinha;Santa Catarina
2008;2008/07;83.163.576/0001-05;CARBONIFERA BELLUNO LTDA;ESTRADA GERAL RIO FIORITA 10;88862-000;RIO FIORITA;Treviso;Santa Catarina
2010;2010/02;83.163.576/0001-05;CARBONIFERA BELLUNO LTDA;ESTRADA GERAL RIO FIORITA, 10;88860-000;RIO FIORITA;Siderópolis;Santa Catarina
2008;2008/10;83.163.576/0001-05;CARBONIFERA BELLUNO LTDA;ROD SC 445. KM 5;88810-300;V S JORGE;Criciúma;Santa Catarina
2009;2009/05;83.163.576/0001-05;CARBONIFERA BELLUNO LTDA;ROD. SC 445 KM;88800-000;RIO FIORITA;Criciúma;Santa Catarina
2009;2009/06;83.163.576/0001-05;CARBONIFERA BELLUNO LTDA;ROD. SC 445 KM;88800-000;RIO FIORITA;Criciúma;Santa Catarina
2010;2010/03;83.163.576/0001-05;CARBONIFERA BELLUNO LTDA;ROD. SC 445 KM;88800-000;RIO FIORITA;Criciúma;Santa Catarina
2010;2010/02;83.163.576/0015-00;CARBONIFERA BELLUNO LTDA;RODOVIA SC 447 KM 9;88862-000;RIO MOROZINI;Treviso;Santa Catarina
2008;2008/07;83.163.576/0015-00;CARBONIFERA BELLUNO LTDA;RODOVIA SC 447 KM 9   MINA MOROZINI;88862-000;RIO MOROSINI;Treviso;Santa Catarina
2010;2010/07;83.163.576/0001-05;CARBONIFERA BELLUNO LTDA;RODOVIA SC 447, S/Nº;88860-000;RIO FIORITA;Siderópolis;Santa Catarina
2010;2010/07;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438;88880-000;BARRO BRANCO;Lauro Muller;Santa Catarina
2009;2009/10;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATA;88880-000;GUATA;Lauro Muller;Santa Catarina
2009;2009/05;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATA;88880-000;GUATA;Lauro Muller;Santa Catarina
2009;2009/05;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATA;88880-000;GUATA;Lauro Muller;Santa Catarina
2009;2009/03;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATA;88880-000;GUATA;Lauro Muller;Santa Catarina
2008;2008/12;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATA;88880-000;GUATA;Lauro Muller;Santa Catarina
2008;2008/12;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATA;88880-000;GUATA;Lauro Muller;Santa Catarina
2008;2008/08;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATA;88880-000;GUATA;Lauro Muller;Santa Catarina
2010;2010/12;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATA;88880-000;GUATA;Lauro Muller;Santa Catarina
2010;2010/11;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATA;88880-000;GUATA;Lauro Muller;Santa Catarina
2010;2010/07;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATA;88880-000;GUATA;Lauro Muller;Santa Catarina
2009;2009/07;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATA;88880-000;GUATA;Lauro Muller;Santa Catarina
2008;2008/07;80.418.205/0001-20;CARBONIFERA CATARINENSE LTDA;RODOVIA SC 438, KM 150, GUATá;88880-000;GUATá;Lauro Muller;Santa Catarina
2008;2008/07;83.647.909/0009-10;CARBONIFERA CRICIUMA;RUA NEREU BELOLI, 44;88800-000;OURO NEGRO;Criciúma;Santa Catarina
2009;2009/10;83.647.909/0009-10;CARBONIFERA CRICIUMA SA;RUA NEREU BELOLI 44;88850-000;OURO NEGRO;Forquilhinha;Santa Catarina
2009;2009/05;83.647.909/0009-10;CARBONIFERA CRICIUMA SA;RUA NEREU BELOLI 44;88850-000;OURO NEGRO;Forquilhinha;Santa Catarina
2010;2010/12;83.647.909/0009-10;CARBONIFERA CRICIUMA SA;RUA NEREU BELOLI 44;88850-000;OURO NEGRO;Forquilhinha;Santa Catarina
2009;2009/01;83.647.909/0009-10;CARBONIFERA CRICIUMA SA;RUA NEREU BELOLI 44;88850-000;OURO NEGRO;Forquilhinha;Santa Catarina
2008;2008/10;83.647.909/0009-10;CARBONIFERA CRICIUMA SA;RUA NEREU BELOLI 44;88850-000;OURO NEGRO;Forquilhinha;Santa Catarina
2010;2010/03;83.647.909/0009-10;CARBONIFERA CRICIUMA SA;RUA NEREU BELOLI 44;88850-000;OURO NEGRO;Forquilhinha;Santa Catarina
2010;2010/03;83.647.909/0009-10;CARBONIFERA CRICIUMA SA;RUA NEREU BELOLI 44;88850-000;OURO NEGRO;Forquilhinha;Santa Catarina
2012;2012/05;83.647.909/0009-10;CARBONIFERA CRICIUMA SA (UNIDADE MINEIRA);UM II - VERDINHO;88850-000;Sem Informação;Forquilhinha;Santa Catarina
2010;2010/07;83.647.917/0006-14;CARBONIFERA METROPOLITANA LTDA;ESTRADA GERAL;88862-000;FORQUILHA;Treviso;Santa Catarina
2010;2010/07;83.647.917/0006-14;CARBONIFERA METROPOLITANA LTDA;ESTRADA GERAL;88862-000;FORQUILHA;Treviso;Santa Catarina
2010;2010/07;83.647.917/0006-14;CARBONIFERA METROPOLITANA LTDA;ESTRADA GERAL DE FORQUILHAS S/N¿;88862-000;FORQUILHAS;Treviso;Santa Catarina
2010;2010/12;83.647.917/0006-14;CARBONIFERA METROPOLITANA LTDA;ESTRADA GERAL DE FORQUILHAS S/NE;88862-000;FORQUILHAS;Treviso;Santa Catarina
2010;2010/08;83.647.917/0006-14;CARBONIFERA METROPOLITANA LTDA;ESTRADA GERAL FORQUILHAS S/N¿;88862-000;FORQUILHAS;Treviso;Santa Catarina
2008;2008/07;83.647.917/0006-14;CARBONIFERA METROPOLITANA S/A; ESTRADA GERAL;88862-000;FORQUILHA;Treviso;Santa Catarina
2009;2009/03;83.647.917/0006-14;CARBONIFERA METROPOLITANA S/A;ESTRADA GERAL;88862-000;FORQUILHA;Treviso;Santa Catarina
2009;2009/03;83.647.917/0006-14;CARBONIFERA METROPOLITANA S/A;ESTRADA GERAL;88862-000;FORQUILHA;Treviso;Santa Catarina
2009;2009/07;83.647.917/0006-14;CARBONIFERA METROPOLITANA S/A;ESTRADA GERAL;88862-000;FORQUILHA;Treviso;Santa Catarina
2008;2008/10;83.647.917/0006-14;CARBONIFERA METROPOLITANA S/A;ESTRADA GERAL;88862-000;FORQUILHA;Treviso;Santa Catarina
2008;2008/07;83.647.917/0006-14;CARBONIFERA METROPOLITANA S/A;ESTRADA GERAL S/N;88862-000;FORQUILHA;Treviso;Santa Catarina
2009;2009/06;83.647.917/0006-14;CARBONIFERA METROPOLITANA S/A;ESTRADA GERAL, S/N;88735-000;SAO ROQUE;Treviso;Santa Catarina
2009;2009/07;83.647.917/0001-00;CARBONIFERA METROPOLITANA S/A;PRACA NEREU RAMOS 114;88801-000;CENTRO;Criciúma;Santa Catarina
2011;2011/11;83.647.917/0001-00;CARBONIFERA METROPOLITANA S/A;PRACA NEREU RAMOS,114;88801-500;CENTRO;Criciúma;Santa Catarina
2011;2011/06;83.647.917/0001-00;CARBONIFERA METROPOLITANA S/A;PRACA NEREU RAMOS,114;88801-500;CENTRO;Criciúma;Santa Catarina
2010;2010/02;83.647.917/0006-14;CARBONIFERA METROPOLITANA SA;ESTRADA GERAL;88862-000;FORQUILHA;Treviso;Santa Catarina
2010;2010/02;83.647.917/0006-14;CARBONIFERA METROPOLITANA SA;ESTRADA GERAL S/N;88780-000;IBIRAQUERA;Treviso;Santa Catarina
2012;2012/05;83.286.500/0005-92;CARBONIFERA RIO DESERTO LTDA;MINA CRUZ DE MALTA;88801-500;Sem Informação;Criciúma;Santa Catarina
2009;2009/05;83.852.137/0001-00;CARBONIFERA SIDEROPOLIS_LTDA.;RUA ARI BARROSO, 81;88801-000;CENTRO;Criciúma;Santa Catarina
2011;2011/03;03.180.135/0001-74;CARBOQUIMICA SAO BENTO LTDA;ROD SC 301,5800;89280-000;BRASILIA;São Bento do Sul;Santa Catarina
2011;2011/03;03.180.135/0001-74;CARBOQUIMICA SAO BENTO LTDA EPP;ROD SC 301,5800;89280-000;BRASILIA;São Bento do Sul;Santa Catarina
2008;2008/06;03.891.026/0001-65;CARCACAS TUBARAO LTDA;RUA GERONIMO MENEGUEL, 131;88701-970;SANTO ANTONIO;Tubarão;Santa Catarina
2008;2008/08;62.395.546/0006-50;CAR-CENTRAL DE AUTOPECAS ROLAMENTOS LTDA;R NSA SENHORA DO ROSARIO TRAV F 724;88095-250;JD ATLANTICO;Florianópolis;Santa Catarina
2011;2011/12;62.395.546/0006-50;CAR-CENTRAL DE AUTOPECAS ROLAMENTOS LTDA;RUA NOSSA SENHORA DO ROSARIO, 724, TRAVESSA F;88095-250;JD ATLANTICO;Florianópolis;Santa Catarina
2009;2009/06;01.733.066/0001-53;CARDALL CARDOSO INDUSTRIAL LTDA;RUA VALDEMAR KLEINUMBING 1203;88845-000;DISTRITO INDUSTRIAL;Cocal do Sul;Santa Catarina
2010;2010/02;79.817.656/0001-51;CARDEAL INDUSTRIA E COM DE COUROS LTDA;RUA ANTONIO SCOTT, 555;88803-470;PRIMEIRA LINHA;Criciúma;Santa Catarina
2010;2010/11;85.352.060/0001-26;CARDIAL STANDS LTDA.;ROD BR 101 - KM 382;88820-000;BARRACÃO;Içara;Santa Catarina
2008;2008/08;00.060.593/0001-81;CARDIOCENTER CLIN CARDIOLOGICA SC LTDA;RUA NEREU RAMOS,69;88015-300;CENTRO;Florianópolis;Santa Catarina
2008;2008/10;08.716.347/0001-47;CARDOSO & CASTRO LTDA;AV MARCOLINO M CABRAL, 2525 SALA FF10;88700-000;AEROPORTO;Tubarão;Santa Catarina
2008;2008/08;07.626.772/0001-82;CARDOSO & HERZMANN LTDA ME;RUA DR JOAO COLIN,2500_DENTRO DO ANGELONI;89204-002;AMERICA;Joinville;Santa Catarina
2011;2011/11;13.127.807/0001-31;CARDOSO APLICAçãO DE REVESTIMENTOS LTDA;RUA ITAIóPOLIS, S/N - EM FRENTE AO Nº 273;89201-700;AMéRICA;Joinville;Santa Catarina
2009;2009/09;00.767.993/0001-21;CARDOSO E CORREA ADVOGADOS ASSOCIADOS LTDA;AV. OSMAR CUNHA 91 SALA 801;88010-000;CENTRO;Florianópolis;Santa Catarina
2011;2011/12;07.626.772/0001-82;CARDOSO E HERZMANN LTDA ME;RUA DR JOAO COLIN, 2500;89204-002;AMERICA;Joinville;Santa Catarina
2012;2012/01;07.626.772/0003-44;CARDOSO E HERZMANN LTDA.;RUA MINISTRO COLáGERAS, 1639, LOJA 1;89202-005;ANITA GARIBALDI;Joinville;Santa Catarina
2008;2008/06;06.040.738/0001-69;CARDOSO E PINHO LTDA;RUA SERTAOZINHO DO ARIRIU, SN;88135-000;ALTO ARIRIU;Palhoça;Santa Catarina
2010;2010/09;78.522.273/0001-93;CARDOSO PANIFICADORA LTDA.;AVENIDA GETULIO VARGAS, 328;89202-000;ANITA GARIBALDI;Joinville;Santa Catarina
2011;2011/04;80.072.630/0001-00;CARDOSO SERVICO DE MANUTENCAO DE ESQUADRIAS LTDA;RUA PADRE ROMA 83;88010-090;CENTRO;Florianópolis;Santa Catarina
2009;2009/10;02.877.309/0001-90;CARDOSO SERVICOS DE ISOLAMENTOS LTDA ME;RUA JOAO CONTINI,94;89560-000;SAO CRISTOVAO;Videira;Santa Catarina
2008;2008/09;07.295.105/0001-64;CARDOZO & FILHO LTDA ME;DR JOAO COLIN,762;89200-000;AMERICA;Joinville;Santa Catarina
2011;2011/02;02.793.705/0001-39;CARGELA CONFECCOES LTDA;RUA RUBENS PACHECO, Nº 50;89110-000;BELCHIOR BAIXO;Gaspar;Santa Catarina
2011;2011/01;68.062.827/0017-20;CARGLASS AUTOMOTIVA LTDA;R FULVIO ADUCCI, 1214;88075-001;Sem Informação;Florianópolis;Santa Catarina
2008;2008/10;01.009.792/0003-90;CARGOLINK ARMAZENS DE CARGA LTDA;ROD OLIVIO NOBREGA , KM 07 ADMINISTRACAO;89240-000;ACARAI;São Francisco do Sul;Santa Catarina
2011;2011/01;01.294.715/0001-67;CARGOTEC BRAZIL SERV E COM DE EQUIP. PARA MOV DE CAR;AV. CEL ENG MULLER;88301-120;CENTRO;Itajaí;Santa Catarina
2011;2011/07;01.294.715/0001-67;CARGOTEC BRAZIL SERV E COM DE EQUIP. PARA MOV DE CAR;AV. CORONEL EUGêNIO MULLER 300 ANEXO PORTO ITAJAÍ;88301-120;CENTRO;Itajaí;Santa Catarina
2012;2012/01;01.294.715/0001-67;CARGOTEC BRAZIL SERV E COM DE EQUIP. PARA MOV DE CAR;AV. CORONEL EUGÊNIO MULLER 300 PORTO DE ITAJAÍ;88301-120;CENTRO;Itajaí;Santa Catarina
2011;2011/07;83.538.215/0001-98;CARIBOR TECNOLOGIA DA BORRACHA LTDA.;AV. SANTOS DUMONT,2038;89223-001;BOM RETIRO;Joinville;Santa Catarina
2010;2010/09;83.538.215/0001-98;CARIBOR TECNOLOGIA DA BORRACHA LTDA.;AVENIDA SANTOS DUMONT,2038;89223-001;BOM RETIRO;Joinville;Santa Catarina
2011;2011/11;83.538.215/0001-98;CARIBOR TECNOLOGIA DA BORRACHA LTDA.;AVENIDA SANTOS DUMONT,2038;89223-001;BOM RETIRO;Joinville;Santa Catarina
2011;2011/04;83.538.215/0001-98;CARIBOR TECNOLOGIA DA BORRACHA LTDA.;AVENIDA SANTOS DUMONT,2038;89223-001;BOM RETIRO;Joinville;Santa Catarina
2012;2012/05;83.538.215/0001-98;CARIBOR TECNOLOGIA DA BORRACHA LTDA.;AVENIDA SANTOS DUMONT,2038;89223-001;BOM RETIRO;Joinville;Santa Catarina
2009;2009/03;83.538.215/0001-98;CARIBOR TECNOLOGIA DA BORRACHA LTDA.;AVENIDA SANTOS DUMONT,2038;89223-001;BOM RETIRO;Joinville;Santa Catarina
2010;2010/02;83.538.215/0001-98;CARIBOR TECNOLOGIA DA BORRACHA LTDA.;AVENIDA SANTOS DUMONT,2038;89223-001;BOM RETIRO;Joinville;Santa Catarina
2011;2011/12;83.538.215/0001-98;CARIBOR TECNOLOGIA DA BORRACHA LTDA.;AVENIDA SANTOS DUMONT,2038;89223-001;BOM RETIRO;Joinville;Santa Catarina
2011;2011/10;07.231.906/0001-66;CARIN DE SOUZA ME;RUA WERNER DUWE,501;89070-700;BADENFURT;Blumenau;Santa Catarina
2009;2009/09;02.737.170/0001-89;CARIN SCHLINDWEIN ME;RUA FRANCISCO TURNES,1249;88140-000;SUL DO RIO;Santo Amaro da Imperatriz;Santa Catarina
2009;2009/08;02.737.170/0001-89;CARIN SCHLINDWEIN ME;RUA FRANCISCO TURNES,1249;88140-000;SUL DO RIO;Santo Amaro da Imperatriz;Santa Catarina
2008;2008/08;02.737.170/0001-89;CARIN SCHLINDWEIN ME;RUA FRANCISCO TURNES,1249;88140-000;SUL DO RIO;Santo Amaro da Imperatriz;Santa Catarina
2008;2008/12;02.737.170/0001-89;CARIN SCHLINDWEIN ME;RUA FRANCISCO TURNES,1249;88140-000;SUL DO RIO;Santo Amaro da Imperatriz;Santa Catarina
2012;2012/03;02.737.170/0001-89;CARIN SCHLINDWEIN ME;RUA FRANCISCO TURNES,1249;88140-000;SUL DO RIO;Santo Amaro da Imperatriz;Santa Catarina
2011;2011/03;08.688.261/0001-58;CARINA R SANT ANA ME;AVEN PALUDO,1262;89770-000;SAO JOAO;Seara;Santa Catarina
2008;2008/11;03.891.110/0001-89;CARINE HILDA KAEFER ME;RUA DUQUE DE CAXIAS 845;89600-000;CENTRO;Joaçaba;Santa Catarina
2009;2009/06;07.888.974/0001-00;CARINE INDUSTRIA DE CONFECÇÃO LTDA;RUA NILO PEÇAMHA, 2135-D;89800-000;CRISTO REI;Chapecó;Santa Catarina
2011;2011/07;07.888.974/0001-00;CARINE INDUSTRIA DE CONFECCOES LTDA ME;RUA NILO PECANHA,2135;89804-122;CRISTO REI;Chapecó;Santa Catarina
2009;2009/05;78.842.440/0007-79;CARIOCA CALCADOS LTDA;R FELIPE SCHMIDT 107;88010-000;CENTRO;Florianópolis;Santa Catarina
2012;2012/03;78.842.440/0013-17;CARIOCA CALçADOS LTDA;RUA CORONEL BERNARDINO MACHADO S/N;88130-220;CENTRO;Palhoça;Santa Catarina
2008;2008/12;78.842.440/0005-07;CARIOCA CALÇADOS LTDA;RUA HERCILIO LUZ, 680;88301-000;CENTRO;Itajaí;Santa Catarina
2011;2011/07;78.842.440/0006-98;CARIOCA CALCADOS LTDA.;AV MADRE BENVENUTA, LJ. 203/205;88035-000;SANTA MONICA;Florianópolis;Santa Catarina
2010;2010/09;78.842.440/0002-64;CARIOCA CALCADOS LTDA.;AVENIDA CENTRAL,91;88330-666;CENTRO;Balneário Camboriú;Santa Catarina
2011;2011/11;78.842.440/0002-64;CARIOCA CALCADOS LTDA.;AVENIDA CENTRAL,91;88330-666;CENTRO;Balneário Camboriú;Santa Catarina
2011;2011/06;78.842.440/0009-30;CARIOCA CALCADOS LTDA.;RODOVIA BR 101, KM 202,385;88111-000;BARREIROS;São José;Santa Catarina
2010;2010/10;78.842.440/0001-83;CARIOCA CALCADOS LTDA.;RUA CORONEL PEDRO DEMORO,2045;88075-301;ESTREITO;Florianópolis;Santa Catarina
2009;2009/04;78.842.440/0001-83;CARIOCA CALCADOS LTDA.;RUA CORONEL PEDRO DEMORO,2045;88075-301;ESTREITO;Florianópolis;Santa Catarina
2012;2012/05;78.842.440/0001-83;CARIOCA CALCADOS LTDA.;RUA CORONEL PEDRO DEMORO,2045;88075-301;ESTREITO;Florianópolis;Santa Catarina
2011;2011/08;78.842.440/0003-45;CARIOCA CALCADOS LTDA.;RUA FELIPE SCHMIDT,321;88010-000;CENTRO;Florianópolis;Santa Catarina
2012;2012/05;78.842.440/0003-45;CARIOCA CALCADOS LTDA.;RUA FELIPE SCHMIDT,321, LJ 02/03;88010-000;CENTRO;Florianópolis;Santa Catarina
2009;2009/03;78.842.440/0004-26;CARIOCA CALCADOS LTDA.;RUA GERONCIO THIVES,1079 LOJAS 04 A 07;88117-200;CAMPINAS;São José;Santa Catarina
2011;2011/07;08.259.593/0001-17;CARIOCA SPORTS COMERCIO DO VESTUARIO LTD;RUA DEODORO,210;88010-020;CENTRO;Florianópolis;Santa Catarina
2011;2011/09;08.259.593/0002-06;CARIOCA SPORTS COMERCIO DO VESTUARIO LTD;RUA GERONCIO THIVES,1079;88117-200;BARREIROS;São José;Santa Catarina
2011;2011/05;08.259.593/0002-06;CARIOCA SPORTS COMERCIO DO VESTUARIO LTD;RUA GERONCIO THIVES,1079;88117-200;BARREIROS;São José;Santa Catarina
2010;2010/06;82.530.080/0001-51;CARIONI COM VAR DE COMBUSTIVEIS LTDA;RUA DELMINDA SILVEIRA,787;88025-500;AGRONOMICA;Florianópolis;Santa Catarina
2010;2010/09;09.595.437/0001-90;CARIONI E DAVILA CARIONI LTDA ME;RUA 14 BIS,208;88047-655;CARIANOS;Florianópolis;Santa Catarina
2011;2011/01;10.945.957/0002-45;CARJANI COMÉRCIO DE CALÇADOS LTDA. ME;RUA XV DE NOVEMBRO, 1140, LOJA;89010-002;CENTRO;Blumenau;Santa Catarina
2010;2010/11;03.308.696/0001-06;CARLA MARIA LIMA PENNA ME;RUA OLAVO BILAC,1791, SALA 105;88070-820;ESTREITO;Florianópolis;Santa Catarina
2012;2012/03;07.488.763/0001-72;CARLA MARIA SCHMITZ;AV LEOPOLDO ZARLING,1045;88215-000;BOMBAS;Bombinhas;Santa Catarina
